10000,1.0,1.0,0.18181818181818182
10000,1.0,1.0,0.1111111111111111
10000,1.0,1.0,0.09090909090909091
10000,1.0,1.0,0.1
10000,1.0,1.0,0.1111111111111111
12000,1.0,1.0,0.08333333333333333
12000,1.0,1.0,0.08333333333333333
12000,1.0,1.0,0.08333333333333333
12000,1.0,1.0,0.09090909090909091
12000,1.0,1.0,0.07692307692307693
14000,1.0,1.0,0.07692307692307693
14000,1.0,1.0,0.14285714285714285
14000,1.0,1.0,0.09090909090909091
14000,1.0,1.0,0.15384615384615385
14000,1.0,1.0,0.08333333333333333
16000,1.0,1.0,0.08333333333333333
16000,1.0,1.0,0.08333333333333333
16000,1.0,1.0,0.07692307692307693
16000,1.0,1.0,0.1111111111111111
16000,1.0,1.0,0.09090909090909091
18000,1.0,1.0,0.3
18000,1.0,1.0,0.09090909090909091
18000,1.0,1.0,0.08333333333333333
18000,1.0,1.0,0.07692307692307693
18000,1.0,1.0,0.09090909090909091
20000,1.0,1.0,0.14285714285714285
20000,1.0,1.0,0.08333333333333333
20000,1.0,1.0,0.1111111111111111
20000,1.0,1.0,0.08333333333333333
20000,1.0,1.0,0.16666666666666666
